time;gross;coal_flow;main_steam_press;feedwater_flow;nilai_kalori;air_flow
15-Mar-22;416.3;265.1;11.9;1372.3;3989.7;1302.7
16-Mar-22;489.3;318.9;13.4;1580.6;3877.5;1452.0
17-Mar-22;466.3;316.3;13.1;1513.8;4219.5;1336.7
18-Mar-22;429.6;307.8;12.2;1368.6;4037.7;1303.6
19-Mar-22;385.2;279.2;11.3;1238.6;3903.5;1175.6
20-Mar-22;380.1;274.3;11.1;1205.2;4128.9;1122.2
21-Mar-22;462.0;322.5;12.8;1454.2;4031.1;1471.1
22-Mar-22;496.9;321.0;13.3;1567.9;4107.6;1588.1
23-Mar-22;509.4;327.6;13.6;1608.5;3912.2;1637.0
24-Mar-22;468.3;306.7;13.4;1513.2;3858.9;1555.1
25-Mar-22;495.4;337.2;13.3;1584.7;3949.4;1633.2
26-Mar-22;458.2;338.0;12.6;1495.2;3831.0;1619.7
27-Mar-22;298.4;209.9;9.1;993.5;3777.0;1285.1
28-Mar-22;363.5;248.5;10.9;1200.6;3997.2;1407.9
29-Mar-22;497.1;319.3;13.6;1644.9;4182.6;1577.2
30-Mar-22;459.2;303.7;12.8;1507.1;4024.6;1394.7
31-Mar-22;378.9;264.4;11.3;1263.6;3982.8;1187.6
01-Apr-22;495.8;332.4;13.8;1644.1;3949.4;1660.9
02-Apr-22;418.2;300.2;12.1;1383.6;3966.9;1458.8
03-Apr-22;379.3;281.6;11.3;1260.5;3902.4;1374.1
04-Apr-22;431.2;299.2;12.4;1437.5;4181.4;1444.2
05-Apr-22;469.7;342.0;13.3;1561.9;3826.6;1539.7
06-Apr-22;455.3;307.8;12.8;1516.9;4012.2;1404.5
07-Apr-22;467.0;311.4;13.2;1586.3;3130.4;1517.3
08-Apr-22;524.5;344.0;14.6;1748.0;4294.9;1532.2
09-Apr-22;518.7;334.2;14.4;1736.6;4225.5;1562.4
10-Apr-22;502.6;336.8;14.0;1694.5;3856.1;1553.1
11-Apr-22;491.3;358.7;13.7;1648.3;3970.8;1661.3
12-Apr-22;459.4;328.7;12.8;1551.4;3813.5;1471.5
13-Apr-22;346.0;259.9;10.5;1214.9;3943.5;1242.8
14-Apr-22;204.2;163.9;6.9;742.2;4028.3;975.6
15-Apr-22;102.5;129.4;3.6;143.4;0.0;471.6
16-Apr-22;-0.1;47.0;0.1;2.5;0.0;544.6
17-Apr-22;0.0;0.0;0.1;-0.5;0.0;563.0
18-Apr-22;0.0;0.0;0.1;-0.5;0.0;520.8
19-Apr-22;0.0;0.0;0.1;-0.5;0.0;0.0
20-Apr-22;0.0;0.0;0.1;-0.5;0.0;0.0
21-Apr-22;0.0;0.0;0.1;-0.5;0.0;0.0
22-Apr-22;0.0;13.8;0.1;8.5;0.0;824.3
23-Apr-22;380.7;216.5;11.2;1105.3;4010.5;1064.9
24-Apr-22;443.2;303.8;12.7;1470.5;4127.8;1426.6
25-Apr-22;490.0;332.5;13.3;1630.6;3923.1;1514.9
26-Apr-22;471.4;338.2;12.9;1572.1;3953.2;1406.3
27-Apr-22;503.0;351.3;13.6;1675.7;3690.3;1473.5
28-Apr-22;480.9;308.6;13.1;1598.0;3973.2;1332.2
29-Apr-22;359.2;248.2;10.8;1199.6;3993.4;1100.5
30-Apr-22;382.6;265.0;10.5;1271.5;4317.0;1143.7
01-May-22;360.0;248.5;10.3;1206.5;3744.9;1163.8
02-May-22;359.1;242.2;10.3;1202.0;4122.5;1185.9
03-May-22;360.8;251.6;10.4;1210.6;4208.9;1200.4
04-May-22;354.4;269.1;10.3;1188.5;4034.5;1253.1
05-May-22;375.5;274.6;10.9;1265.9;3656.9;1240.2
06-May-22;419.9;306.5;12.1;1406.2;3801.5;1376.3
07-May-22;424.2;282.1;11.9;1427.7;4131.7;1248.5
08-May-22;442.9;302.1;12.2;1474.3;4024.5;1374.8
09-May-22;507.9;334.3;13.6;1676.0;3863.2;1481.8
10-May-22;515.3;348.6;13.8;1706.4;3603.3;1549.4
11-May-22;515.7;349.6;13.8;1711.4;4013.0;1485.7
12-May-22;506.2;341.6;13.6;1680.3;4155.5;1466.3
13-May-22;508.6;339.7;13.7;1685.8;4046.3;1411.8
14-May-22;260.1;174.9;8.7;902.8;0.0;1135.4
15-May-22;186.6;133.8;7.7;616.8;0.0;1080.3
16-May-22;0.0;0.4;0.1;7.3;0.0;161.1
17-May-22;0.2;0.0;0.1;-0.5;0.0;92.3
18-May-22;279.7;194.3;9.5;881.9;4209.3;1049.7
19-May-22;502.5;339.3;13.5;1668.2;3760.1;1502.2
20-May-22;513.2;343.8;13.8;1698.7;4057.1;1504.3
21-May-22;504.4;347.7;13.9;1677.7;3975.0;1525.0
22-May-22;430.0;308.0;12.3;1435.7;3929.5;1313.8
23-May-22;482.0;350.3;13.4;1621.3;4033.8;1506.5
24-May-22;511.3;341.6;13.8;1702.0;3950.6;1562.9
25-May-22;467.2;348.6;13.0;1563.5;3897.0;1523.0
26-May-22;400.9;319.9;11.7;1349.1;3915.8;1348.9
27-May-22;407.9;305.0;12.1;1378.0;4260.9;1282.1
28-May-22;482.3;316.9;13.3;1608.9;3610.4;1371.9
29-May-22;382.1;276.5;11.3;1285.3;4149.8;1292.5
30-May-22;459.5;315.9;12.9;1555.5;4095.2;1452.1
31-May-22;506.2;343.9;13.9;1720.6;4030.6;1480.3
01-Jun-22;489.1;335.5;13.6;1622.9;3985.2;1474.1
02-Jun-22;441.7;320.8;12.7;1485.6;4061.4;1445.0
03-Jun-22;436.8;322.2;12.6;1475.8;3803.9;1381.9
04-Jun-22;414.9;295.0;12.2;1418.1;3815.2;1276.2
05-Jun-22;381.7;311.0;11.3;1297.8;3730.1;1359.4
06-Jun-22;435.5;311.5;12.5;1474.1;3921.4;1365.9
07-Jun-22;413.9;282.5;11.8;1388.5;3931.9;1244.6
08-Jun-22;406.5;288.8;11.8;1360.1;3959.9;1274.1
09-Jun-22;426.2;321.4;12.0;1433.0;3841.4;1421.7
10-Jun-22;497.3;325.5;14.0;1664.9;3580.8;1403.3
11-Jun-22;485.7;322.9;13.6;1629.2;3961.4;1406.3
12-Jun-22;285.8;233.8;9.5;848.9;3066.9;1178.5
13-Jun-22;304.1;221.2;10.4;1054.1;0.0;1079.6
14-Jun-22;219.4;172.4;8.1;789.6;0.0;1096.9
15-Jun-22;206.8;173.8;8.4;756.2;0.0;1088.2
16-Jun-22;281.3;192.3;9.8;997.8;3927.6;1148.1
17-Jun-22;380.2;245.5;11.8;1286.9;4189.8;1194.7
18-Jun-22;371.2;261.8;11.5;1257.0;4065.5;1234.4
19-Jun-22;371.1;243.1;11.5;1253.5;3927.4;1199.9
20-Jun-22;398.0;257.2;11.8;1306.6;4368.5;1275.3
21-Jun-22;436.7;299.4;12.4;1445.3;4130.2;1406.7
22-Jun-22;436.9;295.1;12.5;1461.4;4301.6;1339.4
23-Jun-22;426.4;292.5;12.4;1430.0;4325.3;1331.3
24-Jun-22;419.3;307.0;12.4;1405.8;3940.1;1376.8
25-Jun-22;367.5;265.7;11.3;1246.7;4268.4;1239.8
26-Jun-22;346.5;240.7;11.2;1164.0;3892.1;1236.3
27-Jun-22;401.5;288.1;12.0;1344.6;3723.4;1383.2
28-Jun-22;418.4;298.2;12.3;1398.2;3889.7;1366.2
29-Jun-22;428.8;308.3;12.5;1448.0;2746.7;1336.8
30-Jun-22;394.6;286.7;11.8;1326.8;3989.3;1310.9
01-Jul-22;404.5;307.8;12.0;1365.9;4212.7;1392.6
02-Jul-22;285.6;261.7;10.0;989.7;3682.0;1228.7
03-Jul-22;346.2;283.7;11.2;1192.5;3577.9;1260.5
04-Jul-22;334.1;293.3;11.0;1153.0;3244.1;1316.2
05-Jul-22;330.3;249.9;10.7;1116.9;3868.5;1199.2
06-Jul-22;402.3;272.5;11.9;1328.9;4071.1;1194.1
07-Jul-22;457.5;298.2;12.8;1525.7;4515.0;1316.0
08-Jul-22;419.2;276.5;12.1;1400.5;4325.4;1241.9
09-Jul-22;343.6;236.3;10.9;1160.4;4261.2;1174.4
10-Jul-22;334.8;233.9;10.8;1113.8;4154.8;1211.8
11-Jul-22;401.7;284.5;12.0;1333.1;3864.6;1314.7
12-Jul-22;424.9;323.8;12.4;1387.8;3827.1;1378.3
13-Jul-22;368.4;300.9;11.6;1257.8;3482.9;1241.4
14-Jul-22;391.1;290.9;11.8;1336.3;3862.9;1255.3
15-Jul-22;395.7;292.4;11.8;1347.8;3731.5;1295.9
16-Jul-22;359.8;268.0;11.0;1229.3;4346.7;1127.4
17-Jul-22;375.5;265.1;11.4;1279.6;4259.4;1108.9
18-Jul-22;356.2;279.2;11.1;1210.6;3771.9;1203.5
19-Jul-22;258.0;236.6;9.0;481.2;0.0;1011.3
20-Jul-22;0.0;0.0;0.1;-0.4;0.0;26.8
21-Jul-22;0.0;43.2;0.1;-0.5;0.0;21.7
22-Jul-22;-0.1;0.0;0.1;4.4;0.0;33.9
23-Jul-22;-0.1;25.9;1.0;34.2;0.0;500.0
24-Jul-22;386.4;212.9;11.8;1247.0;4082.6;1218.9
25-Jul-22;420.1;257.6;12.2;1387.9;4680.8;1256.1
26-Jul-22;449.8;277.4;12.8;1484.3;5062.0;1297.6
27-Jul-22;443.6;278.3;12.8;1471.8;4362.3;1319.1
28-Jul-22;477.2;300.1;13.3;1566.0;4222.1;1407.3
29-Jul-22;432.5;280.8;12.7;1440.1;4327.2;1331.7
30-Jul-22;369.9;260.0;11.6;1241.5;4182.8;1286.8
31-Jul-22;332.6;224.4;10.6;1126.0;4712.9;1168.7
01-Aug-22;410.6;278.6;12.3;1384.1;4055.6;1363.5
02-Aug-22;379.8;255.7;11.8;1275.0;4246.2;1268.1
03-Aug-22;425.9;277.0;12.5;1403.3;4151.3;1382.5
04-Aug-22;436.0;291.8;12.6;1437.6;3832.6;1374.9
05-Aug-22;408.8;287.2;12.0;1353.9;3883.7;1388.9
06-Aug-22;324.7;259.7;10.5;1094.1;3768.2;1252.2
07-Aug-22;366.4;252.1;11.3;1220.4;4023.1;1218.2
08-Aug-22;400.1;266.5;11.8;1335.9;3831.4;1279.1
09-Aug-22;409.4;281.4;12.2;1379.0;3561.4;1340.7
10-Aug-22;406.9;275.1;12.3;1373.0;3972.1;1262.5
11-Aug-22;414.9;279.7;12.5;1395.1;3976.8;1211.2
12-Aug-22;399.7;273.0;12.2;1337.4;3914.5;1235.5
13-Aug-22;391.2;273.9;12.1;1317.6;3901.1;1225.0
14-Aug-22;338.4;235.2;11.1;1144.7;3796.0;1148.0
15-Aug-22;400.5;255.8;12.0;1337.5;4090.0;1191.3
16-Aug-22;334.6;225.1;11.0;1112.1;3730.2;1178.9
17-Aug-22;328.3;221.5;10.7;1101.7;4018.5;1142.4
18-Aug-22;384.0;245.1;11.6;1274.5;4210.5;1144.2
19-Aug-22;350.9;236.9;11.2;1173.2;3940.6;1109.0
20-Aug-22;344.3;238.8;10.9;1141.6;3859.2;1153.6
21-Aug-22;328.9;233.7;10.5;1090.2;4008.1;1144.4
22-Aug-22;326.8;243.2;10.9;1088.3;3613.6;1161.5
23-Aug-22;337.3;248.8;10.9;1112.9;3623.5;1173.0
24-Aug-22;326.4;237.4;10.5;1072.4;3831.4;1154.6
25-Aug-22;331.7;237.6;10.6;1090.5;3806.5;1154.6
26-Aug-22;363.5;248.5;11.1;1223.5;3658.4;1152.3
27-Aug-22;349.5;248.6;10.9;1164.5;3935.0;1145.1
28-Aug-22;333.5;227.9;10.7;1111.5;3834.4;1184.4
29-Aug-22;333.0;238.7;10.8;1125.1;3763.3;1227.6
30-Aug-22;335.1;256.2;10.7;1136.0;3585.3;1212.1
31-Aug-22;354.7;255.9;10.9;1189.3;3406.5;1189.2
01-Sep-22;330.9;228.4;10.5;1110.2;4119.4;1126.6
02-Sep-22;356.7;239.7;11.0;1200.4;4150.8;1135.6
03-Sep-22;324.4;223.8;10.3;1087.4;4039.9;1133.5
04-Sep-22;325.5;231.1;10.5;1104.9;4192.1;1177.9
05-Sep-22;352.4;248.7;10.9;1198.2;3747.6;1211.7
06-Sep-22;373.2;265.6;11.1;1261.0;3877.1;1221.1
07-Sep-22;352.4;250.1;10.7;1195.0;3957.4;1196.4
08-Sep-22;345.6;250.1;10.6;1166.2;3960.8;1165.6
09-Sep-22;334.1;237.7;10.4;1132.1;4114.7;1179.2
10-Sep-22;329.7;256.0;10.4;1118.2;3970.1;1226.1
11-Sep-22;330.6;261.1;10.3;1114.9;3810.0;1225.8
12-Sep-22;331.7;248.5;10.4;1118.9;3856.9;1241.8
13-Sep-22;332.0;247.5;10.5;1110.2;4004.6;1213.6
14-Sep-22;372.0;286.7;11.3;1248.5;3622.0;1299.3
15-Sep-22;332.4;251.6;10.4;1103.0;3616.7;1120.6
16-Sep-22;368.8;269.2;11.1;1218.8;3508.2;1198.6
17-Sep-22;397.9;279.1;11.5;1337.5;3674.5;1236.9
18-Sep-22;342.5;301.9;10.9;1164.5;3626.7;1314.1
19-Sep-22;371.5;287.1;11.2;1269.8;3744.9;1287.5
20-Sep-22;399.2;260.1;11.7;1344.7;3710.1;1241.9
21-Sep-22;419.0;291.8;12.2;1382.7;3800.5;1287.2
22-Sep-22;430.1;287.3;12.4;1419.3;3760.0;1264.9
23-Sep-22;425.3;295.5;12.3;1403.2;3805.7;1307.1
24-Sep-22;433.4;312.6;12.5;1451.6;3534.6;1372.7
25-Sep-22;389.2;268.3;11.6;1279.2;4044.2;1191.7
26-Sep-22;418.5;288.2;12.1;1390.2;3753.0;1205.9
27-Sep-22;381.9;282.7;11.2;1259.4;3717.5;1302.8
28-Sep-22;446.2;320.5;12.5;1466.2;3878.3;1402.1
29-Sep-22;437.9;320.2;12.4;1447.0;3751.5;1400.2
30-Sep-22;438.7;303.3;12.3;1430.1;3862.5;1331.7
01-Oct-22;439.8;288.9;12.4;1451.0;3932.1;1306.2
02-Oct-22;432.6;287.0;12.6;1397.8;4084.7;1317.3
03-Oct-22;432.1;287.5;12.2;1401.7;3839.7;1303.4
04-Oct-22;431.5;295.5;12.3;1433.7;3995.5;1306.9
05-Oct-22;376.8;275.1;11.2;1219.0;3675.7;1249.7
06-Oct-22;364.0;281.1;11.1;1215.0;4059.4;1299.6
07-Oct-22;281.9;237.5;9.3;951.5;3551.8;1188.4
08-Oct-22;323.4;259.8;10.1;1085.5;3520.8;1245.2
09-Oct-22;323.3;251.7;10.1;1076.8;3487.6;1172.2
10-Oct-22;328.1;240.0;10.2;1099.3;3426.5;1142.5
11-Oct-22;334.0;241.6;10.3;1114.9;3469.1;1166.4
12-Oct-22;335.0;244.3;10.4;1118.2;3377.3;1175.8
13-Oct-22;331.3;247.2;10.2;1121.9;3354.2;1194.8
14-Oct-22;323.8;238.7;10.1;1083.2;3515.3;1147.9
15-Oct-22;320.6;236.8;10.2;1081.1;3591.3;1166.3
16-Oct-22;320.1;216.4;10.2;1071.3;3786.3;1157.1
17-Oct-22;323.4;238.8;10.2;1097.2;3444.8;1236.2
18-Oct-22;322.0;242.7;10.2;1092.3;4046.4;1230.9
19-Oct-22;323.8;231.0;10.2;1096.4;3417.4;1172.3
20-Oct-22;324.9;225.4;10.2;1103.2;3854.1;1142.1
21-Oct-22;328.4;229.5;10.3;1110.5;3864.0;1163.7
22-Oct-22;330.7;236.0;10.4;1131.2;3538.2;1189.9
23-Oct-22;330.2;234.9;10.4;1121.7;3888.8;1160.1
24-Oct-22;364.1;247.2;11.0;1242.9;3643.1;1178.2
25-Oct-22;402.3;258.0;11.5;1356.2;4321.0;1215.1
26-Oct-22;403.2;247.0;11.6;1349.7;4268.4;1195.7
27-Oct-22;403.6;265.1;11.7;1347.6;3912.0;1297.3
28-Oct-22;384.6;265.1;11.4;1275.7;3981.7;1267.7
29-Oct-22;380.9;267.1;11.3;1271.6;4139.1;1276.4
30-Oct-22;329.5;236.0;10.4;1122.5;3888.2;1193.1
31-Oct-22;376.6;267.5;11.3;1286.5;4115.5;1261.8
01-Nov-22;0.0;0.0;0.0;0.0;3703.2;0.0
02-Nov-22;376.2;272.7;11.1;1289.2;3566.1;1259.7
03-Nov-22;382.7;283.6;11.3;1305.1;3528.5;1318.8
04-Nov-22;370.0;268.9;11.3;1279.3;3597.0;1218.5
05-Nov-22;327.1;234.8;10.4;1120.5;3640.8;1153.8
06-Nov-22;325.0;229.8;10.3;1130.0;3829.6;1170.3
07-Nov-22;347.8;236.6;10.9;1202.1;3718.7;1175.5
08-Nov-22;333.5;234.4;10.6;1106.2;3734.8;1179.2
09-Nov-22;329.2;236.7;10.4;1110.0;4186.7;1162.7
10-Nov-22;323.1;224.7;10.3;1097.9;4079.8;1165.2
11-Nov-22;334.9;242.6;10.4;1151.2;3873.6;1200.7
12-Nov-22;322.4;237.4;10.3;1105.0;3732.9;1145.7
13-Nov-22;327.3;226.7;10.5;1131.9;4011.7;1103.2
14-Nov-22;330.3;216.8;10.5;1131.9;4086.7;1072.2
15-Nov-22;329.4;212.4;10.4;1155.8;4597.4;1098.0
16-Nov-22;348.1;223.2;10.8;1196.9;4211.3;1141.4
17-Nov-22;331.8;230.2;10.5;1111.5;3896.1;1165.5
18-Nov-22;307.2;200.7;9.8;1047.7;4313.6;1097.2
19-Nov-22;243.8;181.2;8.7;865.4;3855.2;888.9
20-Nov-22;252.7;154.6;9.3;900.0;4256.7;878.6
21-Nov-22;252.3;149.3;8.6;909.4;4328.4;823.4
22-Nov-22;265.5;167.9;8.9;950.9;4378.5;888.1
23-Nov-22;318.9;200.9;9.9;1079.0;4556.5;1159.2
24-Nov-22;319.7;210.3;9.9;1078.3;4282.7;1103.6
25-Nov-22;29.5;59.8;3.0;57.9;0.0;414.4
26-Nov-22;0.5;5.6;0.1;-0.5;0.0;135.2
27-Nov-22;0.3;0.0;0.1;-0.5;0.0;24.7
28-Nov-22;0.0;5.9;0.1;-0.5;0.0;11.1
29-Nov-22;0.1;0.0;0.1;24.0;0.0;21.1
30-Nov-22;0.0;0.0;0.1;0.7;0.0;840.1
01-Dec-22;9.3;22.1;2.0;74.1;0.0;964.4
02-Dec-22;289.9;146.8;9.4;770.4;3906.4;1068.6
03-Dec-22;335.8;221.1;10.5;1083.9;4233.3;1236.9
04-Dec-22;320.6;213.0;10.3;1031.1;4017.5;1258.6
05-Dec-22;374.8;241.0;11.2;1166.2;4119.4;1287.1
06-Dec-22;385.7;245.2;11.4;1198.8;4064.0;1244.3
07-Dec-22;325.3;200.8;10.2;1040.9;4053.2;1165.1
08-Dec-22;327.1;209.3;10.6;1057.1;4091.7;1175.1
09-Dec-22;331.1;224.5;10.6;1054.3;3164.4;1136.0
10-Dec-22;333.4;225.2;10.5;1060.0;3637.2;1132.6
11-Dec-22;325.8;222.5;10.5;1060.7;3752.6;1136.5
12-Dec-22;358.3;245.1;11.0;1156.2;4013.9;1186.2
13-Dec-22;413.2;270.9;12.1;1301.6;3762.0;1249.9
14-Dec-22;394.3;272.9;11.7;1271.7;3719.5;1275.8
15-Dec-22;395.6;266.9;11.5;1227.3;3819.0;1232.9
16-Dec-22;380.8;260.0;11.3;1248.4;3741.9;1204.6
17-Dec-22;339.3;261.7;10.4;1121.1;3609.0;1205.7
18-Dec-22;325.3;205.1;10.3;1043.0;3933.3;1090.1
19-Dec-22;426.7;268.2;12.3;1332.0;4162.4;1218.2
20-Dec-22;452.6;285.4;12.8;1480.5;4078.8;1263.3
21-Dec-22;452.0;286.5;12.7;1474.9;3928.0;1260.0
22-Dec-22;373.1;240.5;11.2;1238.7;3910.5;1198.2
23-Dec-22;324.0;215.4;10.3;1087.0;4115.3;1165.3
24-Dec-22;322.1;227.8;10.4;1078.7;4184.8;1179.5
25-Dec-22;320.2;220.1;10.1;1031.6;4003.4;1133.0
26-Dec-22;409.8;263.3;12.1;1373.6;4131.2;1261.1
27-Dec-22;384.9;254.8;11.6;1279.2;3978.8;1255.7
28-Dec-22;352.3;236.7;10.9;1174.1;3721.8;1257.5
29-Dec-22;364.2;246.0;11.1;1214.1;3613.9;1263.4
30-Dec-22;331.5;228.2;10.4;1115.8;3586.9;1168.8
31-Dec-22;334.3;240.5;10.5;1122.6;3935.6;1213.9
01-Jan-23;327.0;220.5;10.4;1114.5;3970.7;1157.0
02-Jan-23;403.7;275.7;12.0;1333.2;3780.8;1264.1
03-Jan-23;423.6;302.1;12.4;1415.9;3734.9;1334.1
04-Jan-23;438.0;303.6;12.6;1460.5;3655.1;1381.8
05-Jan-23;384.6;278.2;11.6;1305.4;3642.8;1225.2
06-Jan-23;467.4;323.6;13.1;1551.5;3625.8;1366.1
07-Jan-23;305.7;226.6;10.3;1046.2;3382.2;857.6
08-Jan-23;265.1;208.9;9.6;909.0;3422.5;682.5
09-Jan-23;275.9;209.8;9.5;913.2;3308.4;682.5
10-Jan-23;316.3;237.0;10.4;1066.5;3324.4;848.1
11-Jan-23;458.7;301.3;13.0;1508.2;3567.8;1318.5
12-Jan-23;473.0;253.0;13.3;1563.5;3956.2;1258.9
13-Jan-23;472.4;305.1;13.3;1566.0;4251.5;1393.2
14-Jan-23;462.8;256.6;13.1;1531.8;4509.8;1247.1
15-Jan-23;347.2;193.7;10.9;1186.0;4187.8;1153.0
16-Jan-23;438.5;232.0;12.6;1458.1;4575.3;1265.3
17-Jan-23;381.2;195.4;11.6;1279.9;5012.3;1198.4
18-Jan-23;411.9;209.7;12.1;1295.0;5008.8;1216.4
19-Jan-23;446.1;225.2;12.8;1331.1;4753.6;1284.2
20-Jan-23;453.8;245.3;12.8;1357.4;4670.0;1342.4
21-Jan-23;442.2;293.9;12.5;1390.3;3782.9;1384.3
22-Jan-23;327.3;234.2;10.3;1072.6;4072.4;1276.6
23-Jan-23;416.0;272.7;12.1;1346.2;3136.6;1295.4
24-Jan-23;445.0;292.4;12.7;1431.5;3979.2;1363.0
25-Jan-23;429.5;283.5;12.4;1385.5;3501.7;1276.7
26-Jan-23;412.8;273.7;12.1;1315.7;4113.0;1308.9
27-Jan-23;460.3;308.1;12.9;1459.3;3558.7;1426.9
28-Jan-23;375.4;245.8;11.3;1213.8;4181.9;1211.5
29-Jan-23;325.9;217.2;10.5;1051.9;3969.6;1078.7
30-Jan-23;433.8;272.5;12.4;1368.4;4081.8;1231.3
31-Jan-23;475.4;290.8;13.1;1494.8;4059.7;1335.0
01-Feb-23;440.1;278.1;12.7;1399.7;4059.8;1319.6
02-Feb-23;443.4;274.1;12.7;1413.5;3877.0;1272.7
03-Feb-23;444.3;230.6;12.6;1379.1;4890.3;1250.3
04-Feb-23;426.3;214.7;12.5;1335.2;4854.9;1273.8
05-Feb-23;345.7;187.4;10.9;1100.7;4181.1;1209.8
06-Feb-23;432.5;256.3;12.4;1337.6;3795.5;1287.6
07-Feb-23;446.5;238.5;12.7;1400.2;3525.5;1292.0
08-Feb-23;480.3;259.0;13.5;1496.2;4921.9;1340.7
09-Feb-23;451.3;290.0;13.2;1406.5;3962.3;1389.8
10-Feb-23;450.0;304.9;13.6;1439.1;3491.3;1385.3
11-Feb-23;399.2;267.8;12.6;1295.1;4199.1;1249.9
12-Feb-23;342.2;229.8;11.8;1125.6;4054.2;1207.6
13-Feb-23;439.6;291.9;13.7;1419.4;3534.5;1373.5
14-Feb-23;436.4;263.7;13.5;1402.0;4045.2;1336.4
15-Feb-23;460.4;308.3;14.0;1468.8;3662.2;1469.8
